DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
221506014,02/20/2022 12:00:00 AM,02/17/2020 12:00:00 AM,2200,15,N Hollywood,1526,1,510,VEHICLE - STOLEN,,0,,,104,DRIVEWAY,,,AA,Adult Arrest,510,,,,11500    CALVERT                      ST,,34.1812,-118.3817
221404829,01/18/2022 12:00:00 AM,07/16/2020 12:00:00 AM,0300,14,Pacific,1487,1,310,BURGLARY,0344,-1,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,310,,,,8600 S  SEPULVEDA                    BL,,33.9598,-118.3962
221509250,05/05/2022 12:00:00 AM,03/01/2020 12:00:00 AM,1200,15,N Hollywood,1585,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0400 0416 0444,33,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,11100    AQUA VISTA                   ST,,34.145,-118.3725
221421185,12/20/2022 12:00:00 AM,09/22/2020 12:00:00 AM,1200,14,Pacific,1469,2,354,THEFT OF IDENTITY,1822 0930 0929,44,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,7100    ALVERN                       ST,,33.9752,-118.3772
211505747,02/15/2021 12:00:00 AM,08/16/2020 12:00:00 AM,1030,15,N Hollywood,1532,2,354,THEFT OF IDENTITY,0377,28,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,5600    LAUREL CANYON                BL,,34.1797,-118.4014
231006812,02/22/2023 12:00:00 AM,10/27/2020 12:00:00 AM,1945,10,West Valley,1041,1,121,"RAPE, FORCIBLE",0527,30,F,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,5600    CALVIN                       AV,,34.1794,-118.5557
220204516,01/13/2022 12:00:00 AM,08/01/2020 12:00:00 AM,1000,02,Rampart,0237,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,710,OTHER PREMISE,,,IC,Invest Cont,420,,,,200    WITMER                       ST,,34.061,-118.2615
222007542,03/23/2022 12:00:00 AM,03/22/2020 12:00:00 AM,2300,20,Olympic,2014,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 0447 0913 1243 1813 2000,35,M,A,501,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,626,,,,4200 W  1ST                          ST,,34.0737,-118.3029
220117108,07/29/2022 12:00:00 AM,12/25/2020 12:00:00 AM,1040,01,Central,0147,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1218 1822 2032 0344,48,F,B,152,UNDERPASS/BRIDGE*,,,IC,Invest Cont,440,,,,300 E  5TH                          ST,,34.0453,-118.2443
231006256,02/27/2023 12:00:00 AM,06/02/2020 12:00:00 AM,1916,10,West Valley,1088,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 0329,50,M,O,108,PARKING LOT,,,AO,Adult Other,740,,,,16200    VENTURA                      BL,,34.1568,-118.4864
221218637,07/12/2022 12:00:00 AM,08/01/2020 12:00:00 AM,1200,12,77th Street,1203,1,310,BURGLARY,0344 0346 1822 0358,38,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,5000    DENKER                       AV,,33.9994,-118.3108
231716502,10/12/2023 12:00:00 AM,03/10/2020 12:00:00 AM,1347,17,Devonshire,1795,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,37,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,341,,,,17200    RAYMER                       ST,,34.2243,-118.507
221517779,11/25/2022 12:00:00 AM,10/20/2020 12:00:00 AM,2230,15,N Hollywood,1553,2,354,THEFT OF IDENTITY,0930 0928 1822,25,F,W,710,OTHER PREMISE,,,IC,Invest Cont,354,,,,4700    BEN                          AV,,34.1558,-118.3943
230206138,02/15/2023 12:00:00 AM,05/27/2020 12:00:00 AM,1200,02,Rampart,0216,2,354,THEFT OF IDENTITY,0377 1822 0929 0930,46,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,400    CORONADO                     TR,,34.0721,-118.2723
231013475,09/07/2023 12:00:00 AM,06/07/2020 12:00:00 AM,1020,10,West Valley,1044,2,354,THEFT OF IDENTITY,1822 0922 0929 0925 0930 0928,69,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,18300    HATTERAS                     ST,,34.1774,-118.5308
220515869,11/11/2022 12:00:00 AM,11/06/2020 12:00:00 AM,1200,05,Harbor,0564,2,354,THEFT OF IDENTITY,0100 0926,26,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,200 S  CENTRE                       ST,,33.7424,-118.2836
230612659,07/08/2023 12:00:00 AM,06/01/2020 12:00:00 AM,0850,06,Hollywood,0622,2,354,THEFT OF IDENTITY,1822 0928,45,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,2200    CHELAN                       DR,,34.113,-118.3473
220208449,04/07/2022 12:00:00 AM,01/01/2020 12:00:00 AM,0800,02,Rampart,0247,2,813,CHILD ANNOYING (17YRS & UNDER),0913 1817 1251 1258 0510 0522,10,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,813,,,,400 S  BURLINGTON                   AV,,34.0605,-118.2695
231007020,03/21/2023 12:00:00 AM,08/01/2020 12:00:00 AM,1200,10,West Valley,1049,1,121,"RAPE, FORCIBLE",,16,F,H,503,HOTEL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,121,,,,6300    WOODLEY                      AV,,34.1822,-118.4836
210709140,05/28/2021 12:00:00 AM,05/28/2020 12:00:00 AM,0045,07,Wilshire,0743,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,5900 W  OLYMPIC                      BL,,34.0575,-118.3599
211505552,02/10/2021 12:00:00 AM,12/20/2020 12:00:00 AM,1400,15,N Hollywood,1545,1,310,BURGLARY,1601 2004 0344,52,M,W,707,GARAGE/CARPORT,,,IC,Invest Cont,310,,,,5100    COLFAX                       AV,,34.1649,-118.3921
231805059,01/17/2023 12:00:00 AM,03/15/2020 12:00:00 AM,0935,18,Southeast,1841,2,354,THEFT OF IDENTITY,1822 0100 0930 0929,33,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,10400 S  HOOVER                       ST,,33.9423,-118.287
220110263,04/13/2022 12:00:00 AM,04/30/2020 12:00:00 AM,1200,01,Central,0134,2,354,THEFT OF IDENTITY,0930 0377,52,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,300 W  3RD                          ST,,34.051,-118.248
231715837,09/28/2023 12:00:00 AM,10/28/2020 12:00:00 AM,0800,17,Devonshire,1776,2,662,"BUNCO, GRAND THEFT",0913,65,F,W,501,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,662,,,,16700    KINZIE                       ST,,34.2485,-118.4965
221810106,04/24/2022 12:00:00 AM,11/18/2020 12:00:00 AM,0001,18,Southeast,1841,2,845,SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,1822 1501 2021,-1,X,X,726,POLICE FACILITY,,,IC,Invest Cont,845,,,,11200    SOUTHWEST                    BL,,33.9334,-118.2886
222107696,04/05/2022 12:00:00 AM,04/15/2020 12:00:00 AM,1200,21,Topanga,2105,2,354,THEFT OF IDENTITY,0377 1822,61,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,8400    TOPANGA CANYON               BL,,34.2224,-118.606
231208669,02/16/2023 12:00:00 AM,07/20/2020 12:00:00 AM,1305,12,77th Street,1256,2,354,THEFT OF IDENTITY,0100 0930 0929 0922,16,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,700 W  73RD                         ST,,33.9736,-118.2858
222007966,04/02/2022 12:00:00 AM,04/02/2020 12:00:00 AM,0010,20,Olympic,2036,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,700 S  CATALINA                     ST,,34.0598,-118.2954
230215957,07/11/2023 12:00:00 AM,07/11/2020 12:00:00 AM,2255,02,Rampart,0236,2,354,THEFT OF IDENTITY,0100 0928,35,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,100 S  MOUNTAIN VIEW                AV,,34.0648,-118.2708
221912089,07/13/2022 12:00:00 AM,01/04/2020 12:00:00 AM,1100,19,Mission,1916,2,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",0527 2024 1814 0533 0913 1258,14,F,O,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,810,,,,UNKNOWN,UNKNOWN,34.306,-118.4413
