DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
221305923,01/26/2022 12:00:00 AM,12/25/2020 12:00:00 AM,2200,13,Newton,1353,2,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",0527 1259 0940 0533 0913,16,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,810,,,,1000 E  43RD                         ST,,34.0057,-118.2581
220917252,12/13/2022 12:00:00 AM,12/21/2020 12:00:00 AM,1800,09,Van Nuys,0916,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,1258 0552 0416,5,M,H,501,SINGLE FAMILY DWELLING,301,BELT FLAILING INSTRUMENT/CHAIN,AO,Adult Other,627,,,,VANOWEN,WOODMAN,34.1939,-118.4313
230205256,01/20/2023 12:00:00 AM,02/23/2020 12:00:00 AM,0250,02,Rampart,0202,2,354,THEFT OF IDENTITY,0100 1822 0928,32,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,1000 N  HOOVER                       ST,,34.0888,-118.2881
231321415,11/30/2023 12:00:00 AM,07/06/2020 12:00:00 AM,1245,13,Newton,1361,2,354,THEFT OF IDENTITY,0100,42,M,B,750,CYBERSPACE,,,IC,Invest Cont,354,,,,100 W  48TH                         ST,,33.9992,-118.274
222009929,05/15/2022 12:00:00 AM,06/08/2020 12:00:00 AM,1900,20,Olympic,2023,2,354,THEFT OF IDENTITY,1822 0100,36,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,300 S  KINGSLEY                     DR,,34.069,-118.3029
200114396,07/06/2020 12:00:00 AM,07/04/2020 12:00:00 AM,0100,01,Central,0157,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,6TH                          ST,CROCKER,34.0423,-118.2453
220811962,07/14/2022 12:00:00 AM,06/01/2020 12:00:00 AM,0001,08,West LA,0881,1,310,BURGLARY,1610 1822 0321 0344,68,M,W,221,PUBLIC STORAGE,,,IC,Invest Cont,310,,,,11600 W  OLYMPIC                      BL,,34.0354,-118.4459
221206342,02/13/2022 12:00:00 AM,02/13/2020 12:00:00 AM,1100,12,77th Street,1257,1,761,BRANDISH WEAPON,0913 0353 0334,23,F,B,501,SINGLE FAMILY DWELLING,106,UNKNOWN FIREARM,IC,Invest Cont,761,,,,900 W  78TH                         ST,,33.9688,-118.2894
221106367,03/06/2022 12:00:00 AM,11/10/2020 12:00:00 AM,2300,11,Northeast,1177,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,54,M,H,501,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,745,,,,2600    THORPE                       AV,,34.091,-118.2277
221115990,11/07/2022 12:00:00 AM,10/06/2020 12:00:00 AM,0001,11,Northeast,1137,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),,7,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812,860,,,300 N  AVENUE 52,,34.1085,-118.2011
220214438,08/08/2022 12:00:00 AM,08/01/2020 12:00:00 AM,0900,02,Rampart,0205,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,700    PARKMAN                      AV,,34.079,-118.2758
231013980,08/13/2023 12:00:00 AM,10/17/2020 12:00:00 AM,1216,10,West Valley,1045,2,354,THEFT OF IDENTITY,1822 0928,28,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,18000    MARTHA                       ST,,34.1731,-118.5239
222019280,12/16/2022 12:00:00 AM,02/05/2020 12:00:00 AM,1500,20,Olympic,2046,2,649,DOCUMENT FORGERY / STOLEN FELONY,0701 0800 2021 0316 1202 1817 0344,75,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,649,,,,900 S  NEW HAMPSHIRE                AV,,34.056,-118.2929
220817417,11/21/2022 12:00:00 AM,02/21/2020 12:00:00 AM,0905,08,West LA,0813,2,354,THEFT OF IDENTITY,0100 1822,55,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,700    HALLIDAY                     AV,,34.0743,-118.4776
221411798,05/31/2022 12:00:00 AM,06/25/2020 12:00:00 AM,2200,14,Pacific,1479,1,121,"RAPE, FORCIBLE",1206 0942 0537 0913 1259 1824 1262 2034 2024 0527,16,F,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,8200    RAMSGATE                     AV,,33.9645,-118.3825
230604935,01/13/2023 12:00:00 AM,03/10/2020 12:00:00 AM,1600,06,Hollywood,0656,2,354,THEFT OF IDENTITY,1822,49,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,6100    ROMAINE                      ST,,34.0889,-118.3244
